Date,AAPL,BAC,BRK-B,IBM,LLY,TSLA,V,WFC
2023-12-14,196.0730743408203,32.34852981567383,358.1199951171875,152.39735412597656,564.787841796875,251.0500030517578,254.4318389892578,47.92720031738281
2023-12-15,195.5386505126953,32.024471282958984,356.5,151.76123046875,563.1830444335938,253.5,253.74343872070312,47.73743438720703
2023-12-18,193.87591552734375,31.862443923950195,359.6499938964844,152.2383575439453,570.7835693359375,252.0800018310547,254.07785034179688,47.120670318603516
2023-12-19,194.91510009765625,31.938695907592773,361.79998779296875,151.1344757080078,570.8327026367188,257.2200012207031,255.67091369628906,47.5286865234375
2023-12-20,192.8268280029297,31.433544158935547,355.3500061035156,149.721923828125,561.38134765625,247.13999938964844,252.83872985839844,46.81703567504883
2023-12-21,192.6783447265625,31.643230438232422,356.1400146484375,150.40480041503906,563.1436157226562,254.5,255.22840881347656,46.92140579223633
2023-12-22,191.60948181152344,31.862443923950195,356.4700012207031,151.6770477294922,561.55859375,252.5399932861328,254.13687133789062,46.66522216796875
2023-12-26,191.0651092529297,32.272281646728516,356.8299865722656,152.67800903320312,561.834228515625,256.6099853515625,254.8546905517578,47.10169219970703
2023-12-27,191.1640625,32.25322341918945,356.95001220703125,152.91188049316406,572.5064697265625,261.44000244140625,254.62852478027344,46.80754852294922
2023-12-28,191.58966064453125,32.291343688964844,357.57000732421875,153.18313598632812,571.8566284179688,253.17999267578125,256.0740966796875,46.94987869262695
2023-12-29,190.55044555664062,32.09119415283203,356.6600036621094,152.99607849121094,573.8945922851562,248.47999572753906,256.0249328613281,46.70317077636719
2024-01-02,183.7313232421875,32.3104133605957,362.4599914550781,151.07833862304688,583.0309448242188,248.4199981689453,254.5695037841797,46.80754852294922
2024-01-03,182.35557556152344,31.95775032043457,366.75,149.76870727539062,608.1360473632812,238.4499969482422,253.69430541992188,46.190792083740234
2024-01-04,180.03965759277344,32.21509552001953,363.67999267578125,150.47964477539062,604.985595703125,237.92999267578125,255.2971954345703,46.76010513305664
2024-01-05,179.31716918945312,32.81555938720703,365.5899963378906,148.88934326171875,608.9729614257812,237.49000549316406,255.37588500976562,47.36737823486328
2024-01-08,183.6521453857422,32.55821228027344,368.17999267578125,150.74156188964844,616.337158203125,240.4499969482422,258.1785583496094,47.36737823486328
2024-01-09,183.2364501953125,32.053070068359375,366.8999938964844,149.75,615.7954711914062,234.9600067138672,258.95538330078125,46.76959228515625
2024-01-10,184.27566528320312,32.024471282958984,367.9200134277344,150.82577514648438,620.4326171875,233.94000244140625,260.1650085449219,46.57032775878906
2024-01-11,183.68182373046875,31.59557342529297,363.3399963378906,151.6957550048828,625.8770141601562,227.22000122070312,259.643798828125,46.53238296508789
2024-01-12,184.00843811035156,31.261987686157227,363.6199951171875,155.10086059570312,632.965576171875,218.88999938964844,259.781494140625,44.97623825073242
2024-01-16,181.74197387695312,30.613868713378906,361.1000061035156,156.18601989746094,624.744873046875,219.91000366210938,260.83367919921875,44.42589569091797
2024-01-17,180.8017578125,30.30887794494629,359.2900085449219,155.36280822753906,619.1724853515625,215.5500030517578,262.20062255859375,44.283565521240234
2024-01-18,186.6905517578125,30.242156982421875,362.3800048828125,156.07373046875,613.6986083984375,211.8800048828125,263.6855163574219,44.06532287597656
2024-01-19,189.5904541015625,30.709182739257812,366.989990234375,160.41432189941406,618.84765625,212.19000244140625,266.399658203125,45.659423828125
2024-01-22,191.896484375,31.023710250854492,368.05999755859375,161.67723083496094,621.1119995117188,208.8000030517578,266.6947021484375,46.04845428466797
2024-01-23,193.1732177734375,31.2333927154541,372.1400146484375,162.71560668945312,619.9305419921875,209.13999938964844,266.753662109375,46.6082878112793
2024-01-24,192.5001983642578,31.433544158935547,376.5899963378906,162.70620727539062,623.8883666992188,207.8300018310547,267.1372375488281,46.95936965942383
2024-01-25,192.173583984375,31.824321746826172,380.8500061035156,178.14146423339844,617.9024658203125,182.6300048828125,268.08123779296875,47.32942581176758
2024-01-26,190.4416046142578,31.862443923950195,385.3999938964844,175.32571411132812,629.352294921875,183.25,263.48883056640625,47.74692153930664
2024-01-29,189.75868225097656,32.03400421142578,383.17999267578125,175.0637969970703,635.0133666992188,190.92999267578125,269.11383056640625,47.775386810302734
2024-01-30,186.1066131591797,33.15867614746094,387.1499938964844,175.74667358398438,634.9937133789062,191.58999633789062,272.54583740234375,48.57243347167969
2024-01-31,182.50405883789062,32.41524887084961,383.739990234375,171.808349609375,635.614013671875,187.2899932861328,268.72052001953125,47.61408615112305
2024-02-01,184.93875122070312,31.976816177368164,386.44000244140625,174.8392791748047,650.2044677734375,188.86000061035156,272.447509765625,46.5629997253418
2024-02-02,183.93914794921875,31.90057373046875,390.75,173.80088806152344,657.312744140625,187.91000366210938,272.5753479003906,46.973876953125
2024-02-05,185.7502899169922,31.443077087402344,390.760009765625,171.58383178710938,695.2658081054688,181.05999755859375,271.0018615722656,46.534339904785156
2024-02-06,187.3536834716797,31.49073600769043,393.739990234375,171.57449340820312,694.1140747070312,185.10000610351562,272.162353515625,46.1425666809082
2024-02-07,187.4625244140625,31.62417221069336,397.6600036621094,171.88319396972656,714.1488647460938,187.5800018310547,274.7486572265625,46.32411193847656
2024-02-08,186.38375854492188,31.566984176635742,397.489990234375,174.03550720214844,724.289306640625,189.55999755859375,271.70428466796875,46.199893951416016
2024-02-09,187.14682006835938,31.51932716369629,398.3599853515625,175.9046173095703,728.699951171875,193.57000732421875,272.3446350097656,45.922794342041016
2024-02-12,185.46212768554688,32.04353332519531,397.7099914550781,175.73471069335938,725.844970703125,188.1300048828125,271.0047912597656,46.74454879760742
2024-02-13,183.3711700439453,31.214330673217773,394.79998779296875,173.41246032714844,731.4664916992188,184.02000427246094,271.73388671875,46.09479522705078
2024-02-14,182.48919677734375,31.576515197753906,398.67999267578125,173.28973388671875,746.891357421875,188.7100067138672,273.45794677734375,46.371891021728516
2024-02-15,182.2018280029297,32.472434997558594,403.45001220703125,176.4049530029297,747.35498046875,200.4499969482422,276.82745361328125,49.72580337524414
2024-02-16,180.66580200195312,32.49150085449219,405.989990234375,177.13182067871094,771.30078125,199.9499969482422,274.4432067871094,49.60158920288086
2024-02-20,179.9225616455078,32.36759567260742,407.1499938964844,173.1670379638672,745.2639770507812,193.75999450683594,271.0835876464844,49.46781539916992
2024-02-21,180.67568969726562,32.11978530883789,409.25,169.636474609375,735.6481323242188,194.77000427246094,272.6698303222656,50.318233489990234
2024-02-22,182.7071990966797,32.03400421142578,415.1600036621094,173.89390563964844,759.0518188476562,197.41000366210938,279.5565185546875,50.99666213989258
2024-02-23,180.8739013671875,32.329463958740234,417.2200012207031,175.3193359375,758.9529418945312,191.97000122070312,279.4087829589844,51.46487045288086
2024-02-26,179.52615356445312,32.03400421142578,409.1400146484375,173.81837463378906,761.3003540039062,199.39999389648438,279.9506530761719,51.72286605834961
2024-02-27,180.98292541503906,32.67258834838867,408.9100036621094,174.51695251464844,754.4755249023438,199.72999572753906,278.985107421875,52.372623443603516
2024-02-28,179.78379821777344,32.701175689697266,412.1400146484375,174.92288208007812,747.2168579101562,202.0399932861328,281.40875244140625,52.28662872314453
2024-02-29,179.11985778808594,33.13310623168945,409.3999938964844,174.6680145263672,743.311279296875,201.8800048828125,278.4629211425781,53.11793518066406
2024-03-01,178.03968811035156,32.96992492675781,407.1099853515625,177.66046142578125,771.3600463867188,202.63999938964844,278.9752197265625,52.61150360107422
2024-03-04,173.5208282470703,33.737789154052734,403.3900146484375,182.248291015625,781.3802490234375,188.13999938964844,276.38409423828125,53.32815933227539
2024-03-05,168.58572387695312,33.9681510925293,400.739990234375,181.20046997070312,766.8923950195312,180.74000549316406,275.2511291503906,54.08302307128906
2024-03-06,167.59474182128906,33.99694061279297,403.9599914550781,185.17469787597656,769.0422973632812,176.5399932861328,276.2856140136719,54.57034683227539
2024-03-07,167.475830078125,34.19850158691406,402.3900146484375,185.53341674804688,769.427001953125,178.64999389648438,274.14764404296875,54.46523666381836
2024-03-08,169.1902313232422,34.169708251953125,403.1499938964844,184.9764404296875,751.6548461914062,175.33999633789062,275.9013366699219,54.53212356567383
2024-03-11,171.19198608398438,34.448055267333984,404.760009765625,180.99276733398438,724.2669067382812,177.77000427246094,276.41363525390625,54.551231384277344
2024-03-12,171.6676788330078,34.51524353027344,404.9800109863281,186.7039794921875,744.5637817382812,177.5399932861328,279.7239990234375,55.0481071472168
2024-03-13,169.5866241455078,34.63043212890625,408.1300048828125,185.68446350097656,747.4140014648438,169.47999572753906,280.9259948730469,55.248775482177734
2024-03-14,171.43975830078125,34.2560920715332,406.7300109863281,182.5975799560547,750.2642822265625,162.5,282.1772155761719,54.818782806396484
2024-03-15,171.06317138671875,33.98734664916992,408.1300048828125,180.36973571777344,743.7945556640625,163.57000732421875,278.8570251464844,54.952552795410156
2024-03-18,172.1532745361328,34.56324005126953,408.4100036621094,180.95501708984375,752.167724609375,173.8000030517578,280.8373107910156,55.200992584228516
2024-03-19,174.49197387695312,34.582435607910156,411.760009765625,182.51263427734375,762.1485595703125,171.32000732421875,283.1033020019531,54.474788665771484
2024-03-20,177.05860900878906,35.27350997924805,416.1099853515625,183.097900390625,762.2274780273438,175.66000366210938,285.0047912597656,54.75189208984375
2024-03-21,169.824462890625,36.00297927856445,413.7799987792969,181.15325927734375,759.6632080078125,172.82000732421875,286.0787048339844,55.277435302734375
2024-03-22,170.72625732421875,35.56145477294922,411.6000061035156,180.15260314941406,760.0083618164062,170.8300018310547,279.07379150390625,54.589454650878906
2024-03-25,169.3091278076172,35.37908935546875,409.9200134277344,178.2174072265625,762.5034790039062,172.6300048828125,277.0540771484375,54.20724105834961
2024-03-26,168.17945861816406,35.599849700927734,411.57000732421875,177.9436798095703,764.2394409179688,177.6699981689453,276.4530944824219,54.15946578979492
2024-03-27,171.7469482421875,36.290924072265625,416.92999267578125,180.1148681640625,767.4741821289062,179.8300018310547,274.8964538574219,55.0481071472168
2024-03-28,169.93345642089844,36.39649963378906,420.5199890136719,180.26589965820312,767.2572021484375,175.7899932861328,274.95550537109375,55.382545471191406
2024-04-01,168.49652099609375,36.0125732421875,420.20001220703125,179.19918823242188,750.0867309570312,175.22000122070312,274.1673583984375,55.0481071472168
2024-04-02,167.3172607421875,35.80141067504883,418.9200134277344,178.30238342285156,753.4498291015625,166.6300048828125,274.3249816894531,54.79967498779297
2024-04-03,168.11996459960938,35.935787200927734,420.239990234375,180.20925903320312,765.3142700195312,168.3800048828125,272.86688232421875,54.589454650878906
2024-04-04,167.29745483398438,35.43667221069336,415.32000732421875,177.41502380371094,757.51318359375,171.11000061035156,269.95062255859375,54.15946578979492
2024-04-05,168.05059814453125,35.619041442871094,418.6199951171875,178.54782104492188,773.4212646484375,164.89999389648438,273.0442199707031,54.84745407104492
2024-04-08,166.9307861328125,35.99337387084961,415.9700012207031,179.18975830078125,766.596435546875,172.97999572753906,273.655029296875,55.2201042175293
2024-04-09,168.13980102539062,36.214134216308594,414.69000244140625,178.7083282470703,746.8223876953125,176.8800048828125,272.63043212890625,55.01945114135742
2024-04-10,166.26683044433594,35.177520751953125,409.1099853515625,175.62142944335938,751.4971313476562,171.75999450683594,270.4234924316406,54.40790557861328
2024-04-11,173.46133422851562,34.88957977294922,407.6099853515625,175.48924255371094,749.139892578125,174.60000610351562,271.60577392578125,54.16902160644531
2024-04-12,174.95774841308594,34.352081298828125,403.260009765625,172.06256103515625,741.2993774414062,171.0500030517578,271.8816223144531,53.95880889892578
2024-04-15,171.132568359375,34.50564956665039,400.260009765625,171.0996856689453,740.4412841796875,161.47999572753906,267.27081298828125,54.43657302856445
2024-04-16,167.8524169921875,33.286678314208984,396.9200134277344,173.45965576171875,736.466796875,157.11000061035156,267.3397216796875,53.90147018432617
2024-04-17,166.48486328125,33.814579010009766,397.739990234375,172.8460693359375,740.4412841796875,155.4499969482422,268.6600036621094,54.63723373413086
2024-04-18,165.5335235595703,34.33287811279297,399.8900146484375,171.30734252929688,735.6876220703125,149.92999267578125,267.3594665527344,56.12786102294922
2024-04-19,163.51190185546875,35.48466491699219,405.0799865722656,171.41119384765625,716.31787109375,147.0500030517578,265.7929992675781,57.666263580322266
2024-04-22,164.34432983398438,36.214134216308594,408.7799987792969,171.71327209472656,721.268798828125,142.0500030517578,268.30523681640625,58.38290786743164
2024-04-23,165.394775390625,36.82841873168945,408.739990234375,171.98703002929688,735.4312133789062,144.67999267578125,270.0589294433594,58.23002624511719
2024-04-24,167.4956512451172,36.78042984008789,405.95001220703125,173.79006958007812,722.1268310546875,162.1300048828125,270.95550537109375,57.9051399230957
2024-04-25,168.3577880859375,36.38690185546875,404.9100036621094,159.4507598876953,714.8976440429688,170.17999267578125,271.093505859375,57.26493453979492
2024-04-26,167.7731475830078,36.31011962890625,402.1000061035156,157.7704315185547,723.4187622070312,168.2899932861328,270.462890625,57.245826721191406
2024-04-29,171.93524169921875,36.0413703918457,400.9599914550781,158.05360412597656,727.05810546875,194.0500030517578,267.8225402832031,57.14072036743164
2024-04-30,168.79383850097656,35.52305603027344,396.7300109863281,156.89248657226562,770.3539428710938,183.27999877929688,264.64019775390625,56.68206787109375
2024-05-01,167.7731475830078,35.46547317504883,398.5799865722656,155.22161865234375,766.0639038085938,179.99000549316406,263.36932373046875,56.87317657470703
2024-05-02,171.469482421875,35.39828109741211,400.6000061035156,155.467041015625,745.510498046875,180.00999450683594,263.6550598144531,57.16939163208008
2024-05-03,181.7261505126953,35.753421783447266,400.8699951171875,156.42996215820312,724.8587036132812,181.19000244140625,264.5220031738281,57.27449417114258
2024-05-06,180.07119750976562,36.17574691772461,404.9200134277344,159.1675567626953,756.1324462890625,184.75999450683594,268.6402893066406,57.51337814331055
2024-05-07,180.7549591064453,36.31971740722656,406.1400146484375,158.95042419433594,767.0698852539062,177.80999755859375,272.37420654296875,57.580265045166016
2024-05-08,181.09190368652344,36.1949462890625,406.3699951171875,160.38528442382812,764.3379516601562,174.72000122070312,273.09344482421875,58.50712585449219
2024-05-09,182.90542602539062,36.742034912109375,408.82000732421875,158.51670837402344,760.9353637695312,171.97000122070312,274.4234924316406,58.891536712646484
2024-05-10,181.64517211914062,36.905208587646484,412.04998779296875,159.35565185546875,749.5443725585938,168.47000122070312,276.59100341796875,59.477760314941406
2024-05-13,184.850341796875,36.67485046386719,411.2200012207031,159.74655151367188,747.2759399414062,171.88999938964844,275.2609558105469,58.872314453125
2024-05-14,185.9915313720703,36.943599700927734,410.239990234375,159.5558624267578,753.4696655273438,177.5500030517578,273.6353759765625,59.477760314941406
2024-05-15,188.26397705078125,37.34672927856445,412.760009765625,160.41387939453125,777.515625,173.99000549316406,277.33978271484375,59.91022491455078
2024-05-16,188.38304138183594,37.64427185058594,413.1199951171875,161.09078979492188,761.8076171875,174.83999633789062,276.2145690917969,58.68011474609375
2024-05-17,188.41281127929688,37.71146011352539,416.94000244140625,161.14797973632812,760.701171875,177.4600067138672,276.4711608886719,58.6993408203125
2024-05-20,189.57383728027344,37.26034164428711,413.0,161.99649047851562,773.7219848632812,174.9499969482422,274.931396484375,58.33414840698242
2024-05-21,190.87379455566406,38.0569953918457,414.3699951171875,165.38092041015625,793.4705810546875,186.60000610351562,272.37493896484375,59.06452560424805
2024-05-22,189.43490600585938,38.162574768066406,413.989990234375,165.59066772460938,793.2136840820312,180.11000061035156,272.00970458984375,58.555179595947266
2024-05-23,185.44577026367188,37.59627914428711,405.8800048828125,162.7115020751953,798.686767578125,173.74000549316406,270.6772766113281,57.35390090942383
2024-05-24,188.52195739746094,38.104984283447266,407.4100036621094,162.92124938964844,797.6790771484375,179.24000549316406,270.933837890625,57.86324691772461
2024-05-28,188.53189086914062,37.740257263183594,403.8999938964844,161.74862670898438,798.10400390625,176.75,267.4693603515625,57.16168975830078
2024-05-29,188.82958984375,37.16436004638672,404.0899963378906,159.26031494140625,801.7295532226562,176.19000244140625,265.3768310546875,56.460147857666016
2024-05-30,189.82191467285156,37.077980041503906,408.6099853515625,157.90652465820312,805.2169189453125,178.7899932861328,267.78515625,56.902217864990234
2024-05-31,190.7745361328125,38.38334274291992,414.3999938964844,159.0696563720703,810.4332885742188,178.0800018310547,268.9301452636719,57.58454895019531
2024-06-03,192.5408935546875,38.27775573730469,414.7900085449219,157.57284545898438,821.2213745117188,176.2899932861328,266.8770751953125,57.02715301513672
2024-06-04,192.85842895507812,38.08578872680664,409.5299987792969,158.078125,822.5352783203125,174.77000427246094,268.8906555175781,56.41210174560547
2024-06-05,194.36676025390625,38.35453796386719,409.8500061035156,159.57493591308594,821.71533203125,175.0,270.9437255859375,56.392879486083984
2024-06-06,192.98744201660156,38.104984283447266,411.0799865722656,160.35667419433594,827.1785888671875,177.94000244140625,273.4508056640625,55.47990417480469
2024-06-07,195.3789520263672,38.41399383544922,413.7200012207031,162.082275390625,839.72509765625,177.47999572753906,275.0597229003906,56.085350036621094
2024-06-10,191.6378631591797,38.30777359008789,410.80999755859375,162.43502807617188,854.5538330078125,173.7899932861328,271.4767761230469,55.6721076965332
2024-06-11,205.56019592285156,37.52559280395508,408.5,161.42446899414062,855.364013671875,170.66000366210938,271.1115417480469,54.90329360961914
2024-06-12,211.43475341796875,38.056705474853516,408.7699890136719,161.119384765625,856.8261108398438,177.2899932861328,266.81787109375,55.06666946411133
2024-06-13,212.5957794189453,37.9118537902832,405.9200134277344,161.23377990722656,872.6625366210938,182.47000122070312,267.6766357421875,55.03783416748047
2024-06-14,210.8592071533203,37.89254379272461,405.5400085449219,161.31959533691406,867.841552734375,178.00999450683594,267.1534729003906,55.16277313232422
2024-06-17,215.00711059570312,38.15326690673828,407.32000732421875,161.5960693359375,874.322265625,187.44000244140625,267.6568908691406,55.970027923583984
2024-06-18,212.6453857421875,38.61679458618164,407.95001220703125,162.59710693359375,880.6943359375,184.86000061035156,270.0751037597656,56.74845886230469
2024-06-20,208.0707550048828,38.61679458618164,409.1499938964844,165.80996704101562,875.2904663085938,181.57000732421875,273.2337341308594,56.66196060180664
2024-06-21,205.89759826660156,38.13396072387695,409.6199951171875,164.41802978515625,873.2059326171875,183.00999450683594,271.6543884277344,55.835479736328125
2024-06-24,206.54261779785156,38.645755767822266,413.9800109863281,166.84915161132812,879.3605346679688,182.5800018310547,272.7204284667969,56.71001434326172
2024-06-25,207.46548461914062,38.027732849121094,410.9700012207031,164.55152893066406,893.685546875,187.35000610351562,269.9862365722656,54.97056198120117
2024-06-26,211.61337280273438,37.6607780456543,410.260009765625,163.85556030273438,890.3760986328125,196.3699951171875,270.0553894042969,54.7879638671875
2024-06-27,212.4568634033203,37.902198791503906,407.95001220703125,162.88311767578125,898.0619506835938,197.4199981689453,263.1361999511719,55.181983947753906
2024-06-28,209.0035400390625,38.40434646606445,406.79998779296875,164.88519287109375,894.4462280273438,197.8800048828125,259.069580078125,57.07520294189453
2024-07-01,215.08651733398438,38.6360969543457,405.19000244140625,166.9349365234375,903.3276977539062,209.86000061035156,259.82958984375,58.228431701660156
2024-07-02,218.57949829101562,39.52450942993164,407.1000061035156,169.03233337402344,895.7601928710938,231.25999450683594,264.7549743652344,58.59362030029297
2024-07-03,219.84967041015625,39.495540618896484,405.7699890136719,167.53555297851562,887.2540283203125,246.38999938964844,265.505126953125,58.29570388793945
2024-07-05,224.6029052734375,39.02236557006836,411.1700134277344,167.81204223632812,903.5252685546875,251.52000427246094,266.8573303222656,57.296234130859375
2024-07-08,226.07159423828125,39.22515106201172,409.0799865722656,169.35650634765625,906.9138793945312,252.94000244140625,262.9486389160156,56.71001434326172
2024-07-09,226.92494201660156,39.9976806640625,410.5199890136719,168.25059509277344,921.2387084960938,262.3299865722656,262.0010986328125,57.54610824584961
2024-07-10,231.19195556640625,40.306697845458984,413.7900085449219,169.54718017578125,928.4307861328125,263.260009765625,259.59271240234375,57.3923454284668
