Date,^DJI,^FCHI,^FTSE,^GSPC,^HSI,^IXIC,^N225,^STOXX50E
2023-10-19,33414.171875,6921.3701171875,7499.5,4278.0,17295.890625,13186.1796875,31430.619140625,4090.330078125
2023-10-20,33127.28125,6816.22021484375,7402.10009765625,4224.16015625,17172.130859375,12983.8095703125,31259.359375,4024.679931640625
2023-10-23,32936.41015625,6850.47021484375,7374.7998046875,4217.0400390625,,13018.330078125,30999.55078125,4041.75
2023-10-24,33141.37890625,6893.64990234375,7389.7001953125,4247.68017578125,16991.529296875,13139.8701171875,31062.349609375,4065.3701171875
2023-10-25,33035.9296875,6915.06982421875,7414.2998046875,4186.77001953125,17085.330078125,12821.2197265625,31269.919921875,4073.35009765625
2023-10-26,32784.30078125,6888.9599609375,7354.60009765625,4137.22998046875,17044.609375,12595.6103515625,30601.779296875,4049.39990234375
2023-10-27,32417.58984375,6795.3798828125,7291.2998046875,4117.3701171875,17398.73046875,12643.009765625,30991.689453125,4014.360107421875
2023-10-30,32928.9609375,6825.06982421875,7327.39990234375,4166.81982421875,17406.359375,12789.48046875,30696.9609375,4028.320068359375
2023-10-31,33052.87109375,6885.64990234375,7321.7001953125,4193.7998046875,17112.48046875,12851.240234375,30858.849609375,4061.1201171875
2023-11-01,33274.578125,6932.6298828125,7342.39990234375,4237.85986328125,17101.779296875,13061.4697265625,31601.650390625,4091.7099609375
2023-11-02,33839.078125,7060.68994140625,7446.5,4317.77978515625,17230.58984375,13294.1904296875,31949.890625,4169.6201171875
